,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6603,1,Stevens Brook,Adrian,Owens,24,Head,Single,Male,Site engineer,None,Christian
6604,2,Stevens Brook,Ross,Ingram,67,Head,Married,Male,Early years teacher,None,Methodist
6605,2,Stevens Brook,Ann,Ingram,59,Wife,Married,Female,Data scientist,None,Methodist
6606,3,Stevens Brook,Denise,Coleman,30,Head,Single,Female,"Engineer, mining",None,Methodist
6607,3,Stevens Brook,Albert,Coleman,3,Son,NA,Male,Child,None,NA
6608,4,Stevens Brook,Barry,Gibson,71,Head,Widowed,m,Unemployed,None,None
6609,5,Stevens Brook,Geraldine,Clayton,34,Head,Divorced,Female,"Administrator, Civil Service",None,Christian
6610,6,Stevens Brook,Carole,Clark,18,Head,Single,Female,Student,None,NA
6611,7,Stevens Brook,Rosie,Carr,50,Head,Married,Female,Aid worker,None,Methodist
6612,7,Stevens Brook,Thomas,Carr,53,Husband,Married,Male,"Horticulturist, commercial",None,None
6613,7,Stevens Brook,Callum,Carr,14,Son,NA,Male,Student,None,NA
6614,7,Stevens Brook,Terry,Carr,10,Son,NA,Male,Student,None,NA
6615,8,Stevens Brook,Brenda,Walker,53,Head,Divorced,Female,"Lecturer, further education",None,Christian
6616,8,Stevens Brook,Paige,Walker,0,Granddaughter,NA,Female,Child,None,NA
6617,8,Stevens Brook,Janice,Taylor,38,Lodger,Single,Female,"Sales professional, IT",None,None
6618,9,Stevens Brook,Beth,Taylor,19,Head,Single,female,University Student,None,Muslim
6619,10,Stevens Brook,Eleanor,Pugh,42,Head,Single,Female,Financial controller,None,Christian
6620,11,Stevens Brook,Teresa,Gibson,80,Head,Single,Female,Retired Bonds trader,None,None
6621,12,Stevens Brook,Alexander,Baker,66,Head,Widowed,Male,Equities trader,None,Christian
6622,13,Stevens Brook,Mark,Wallace,47,Head,Single,Male,Animator,None,None
6623,14,Stevens Brook,Garry,Morgan,43,Head,Divorced,Male,Estate manager/land agent,None,None
6624,15,Stevens Brook,Ronald,Farmer,72,Head,Widowed,Male,Retired Ship broker,None,Catholic
6625,16,Stevens Brook,Jill,Day,83,Head,Divorced,Female,"Retired Psychologist, prison and probation services",None,Christian
6626,17,Stevens Brook,Nicole,King,55,Head,Single,Female,"Engineer, agricultural",None,Christian
6627,17,Stevens Brook,Jade,King,16,Daughter,NA,Female,Student,None,NA
6628,18,Stevens Brook,Amanda,Schofield,49,Head,Single,Female,Occupational therapist,None,Christian
6629,19,Stevens Brook,Lisa,Edwards,66,Head,Widowed,Female,Forensic psychologist,None,None
6630,20,Stevens Brook,Abigail,Martin,19,Head,Single,Female,University Student,None,Christian
6631,20,Stevens Brook,Tony,Robson,23,Partner,Single,Male,Operational researcher,None,None
6632,21,Stevens Brook,Jeremy,Jones,70,Head,Widowed,Male,Retired Product manager,None,None
6633,22,Stevens Brook,Shannon,May,75,Head,Widowed,Female,Retired Medical illustrator,None,Methodist
6634,23,Stevens Brook,Ruth,Ball,42,Head,Single,Female,Computer games developer,None,Methodist
6635,23,Stevens Brook,Mark,Ball,6,Son,NA,Male,Student,None,NA
6636,24,Stevens Brook,Cheryl,Carter,19,Head,Single,Female,University Student,None,None
6637,25,Stevens Brook,Sam,Hammond,48,Head,Single,Male,"Teacher, special educational needs",None,None
6638,25,Stevens Brook,Kathleen,Taylor,20,None,Single,Female,University Student,None,Catholic
6639,25,Stevens Brook,Raymond,Holmes,38,None,Single,Male,"Psychologist, counselling",None,None
6640,26,Stevens Brook,Phillip,Smith,42,Head,Married,Male,Psychiatric nurse,None,Catholic
6641,26,Stevens Brook,Irene,Smith,40,Wife,Married,Female,Data scientist,None,Catholic
6642,26,Stevens Brook,Jessica,Smith,8,Step-Daughter,NA,Female,Student,None,NA
6643,26,Stevens Brook,Olivia,Smith,4,Step-Daughter,NA,Female,Child,None,NA
6644,27,Stevens Brook,Tina,Joyce,54,Head,Divorced,Female,Sports therapist,None,Christian
6645,27,Stevens Brook,Damian,Edwards,10,Son,NA,Male,Student,None,NA
6646,28,Stevens Brook,Julie,Dunn,35,Head,Single,Female,Archivist,None,Catholic
6647,29,Stevens Brook,Sophie,Hall,59,Head,Widowed,Female,Administrator,None,Catholic
6648,30,Stevens Brook,Craig,Hunt,29,Head,Single,Male,Dealer,None,Christian
6649,31,Stevens Brook,Cheryl,Fuller,36,Head,Single,Female,Unemployed,None,None
6650,31,Stevens Brook,Carol,Fuller,6,Daughter,NA,Female,Student,None,NA
6651,32,Stevens Brook,Julian,Turner,72,Head,Widowed,Male,Retired Games developer,None,Christian
6652,33,Stevens Brook,Jack,Richardson,34,Head,Single,Male,Purchasing manager,None,None
6653,34,Stevens Brook,Max,Blake,24,Head,Single,Male,Housing manager/officer,None,Christian
6654,35,Stevens Brook,Cheryl,Ryan,81,Head,Married,Female,Retired Magazine features editor,None,Christian
6655,35,Stevens Brook,Gavin,Ryan,80,Husband,Married,Male,"Retired Engineer, broadcasting (operations)",None,None
6656,36,Stevens Brook,Marilyn,Pearce,50,Head,Divorced,Female,Unemployed,None,None
6657,36,Stevens Brook,Amanda,Pearce,11,Daughter,NA,Female,Student,None,NA
6658,36,Stevens Brook,Callum,Cunningham,11,Son,NA,Male,Student,None,NA
6659,37,Stevens Brook,Bernard,Patel,23,Head,Married,Male,"Horticulturist, amenity",None,Catholic
6660,37,Stevens Brook,Linda,Patel,21,Wife,Married,F,Community development worker,None,Catholic
6661,38,Stevens Brook,Janet,Taylor,44,Head,Divorced,Female,Advice worker,None,None
6662,39,Stevens Brook,Ben,Barker,22,Head,Single,Male,University Student,None,Methodist
6663,39,Stevens Brook,Kirsty,Anderson,19,None,Single,Female,University Student,None,Christian
6664,40,Stevens Brook,Clifford,Harrison,23,Head,Divorced,Male,Furniture designer,None,Methodist
6665,41,Stevens Brook,Barbara,Jones,73,Head,Divorced,Female,Retired Housing manager/officer,None,None
6666,42,Stevens Brook,Laura,Morgan,45,Head,Single,Female,Pension scheme manager,None,Catholic
6667,42,Stevens Brook,Glenn,Morgan,15,Son,NA,Male,Student,None,NA
6668,42,Stevens Brook,Justin,Morgan,11,Son,NA,Male,Student,None,NA
6669,43,Stevens Brook,Charles,Parkin,36,Head,Single,Male,"Psychologist, forensic",None,None
6670,44,Stevens Brook,Samantha,Thomas,51,Head,Single,Female,Counselling psychologist,None,Christian
6671,45,Stevens Brook,Clifford,Edwards,63,Head,Divorced,Male,"Conservation officer, nature",None,Christian
6672,46,Stevens Brook,Kimberley,Wells,51,Head,Divorced,Female,Unemployed,None,Christian
6673,46,Stevens Brook,Alison,Wells,14,Daughter,NA,Female,Student,None,NA
6674,47,Stevens Brook,Irene,Edwards,81,Head,Widowed,Female,Retired Sports therapist,None,Christian
6675,48,Stevens Brook,Judith,O'Connor,47,Head,Divorced,Female,Unemployed,None,Catholic
6676,48,Stevens Brook,Denise,O'Connor,23,Daughter,Divorced,Female,Retail manager,None,Catholic
6677,48,Stevens Brook,Jane,O'Connor,19,Daughter,Single,Female,University Student,None,Catholic
6678,49,Stevens Brook,Abbie,Clarke,28,Head,Married,Female,"Librarian, public",None,Methodist
6679,49,Stevens Brook,Jacob,Clarke,26,Husband,Married,Male,Historic buildings inspector/conservation officer,None,Methodist
6680,50,Stevens Brook,Andrea,Warner,29,Head,Widowed,Female,Herpetologist,None,Catholic
6681,51,Stevens Brook,Emily,Watson,63,Head,Single,Female,Learning disability nurse,None,Christian
6682,52,Stevens Brook,Sam,Pearce,25,Head,Divorced,Male,Publishing rights manager,None,Sikh
6683,53,Stevens Brook,Duncan,Ward,21,Head,Married,Male,University Student,None,Christian
6684,53,Stevens Brook,Kim,Ward,19,Wife,Married,Female,Museum/gallery exhibitions officer,None,Christian
6685,54,Stevens Brook,Allan,Clayton,73,Head,Married,Male,Retired Set designer,None,Christian
6686,54,Stevens Brook,Pauline,Clayton,76,Wife,Married,Female,"Retired Solicitor, Scotland",None,None
6687,55,Stevens Brook,John,Fletcher,31,Head,Divorced,Male,"Programmer, multimedia",None,None
6688,56,Stevens Brook,Stuart,O'Brien,44,Head,Divorced,Male,Unemployed,None,Catholic
6689,56,Stevens Brook,Ryan,O'Brien,9,Son,NA,Male,Student,None,NA
6690,56,Stevens Brook,Lesley,O'Brien,9,Daughter,NA,Female,Student,None,NA
6691,57,Stevens Brook,Maurice,Flynn,63,Head,Single,Male,Community development worker,None,Christian
6692,58,Stevens Brook,Jean,Humphries,51,Head,Widowed,Female,"Therapist, art",None,None
6693,58,Stevens Brook,Debra,Humphries,11,Daughter,NA,Female,Student,None,NA
6694,59,Stevens Brook,Rhys,Wood,29,Head,Single,Male,English as a foreign language teacher,None,Christian
6695,60,Stevens Brook,Tina,Thompson,44,Head,Single,Female,Unemployed,None,None
6696,60,Stevens Brook,Matthew,Thompson,16,Son,NA,Male,Student,None,NA
6697,60,Stevens Brook,Diana,Thompson,10,Daughter,NA,Female,Student,None,NA
6698,60,Stevens Brook,Mark,Thompson,7,Son,NA,Male,Student,None,NA
6699,61,Stevens Brook,Terence,Middleton,25,Head,Single,Male,Police officer,None,Christian
6700,62,Stevens Brook,Lisa,Sykes,48,Head,Divorced,Female,Diagnostic radiographer,None,Methodist
6701,63,Stevens Brook,Jennifer,Murray,63,Head,Married,Female,"Administrator, charities/voluntary organisations",None,Methodist
6702,63,Stevens Brook,Ricky,Murray,67,Husband,Married,Male,Soil scientist,None,Methodist
6703,64,Stevens Brook,Ruth,Williams,54,Head,Widowed,Female,Unemployed,None,Christian
6704,64,Stevens Brook,Leanne,Williams,13,Daughter,NA,Female,Student,None,NA
6705,65,Stevens Brook,Marcus,Turnbull,58,Head,Single,Male,Health physicist,None,Christian
6706,66,Stevens Brook,Sharon,Taylor,22,Head,Divorced,Female,University Student,None,None
6707,67,Stevens Brook,Kieran,Anderson,38,Head,Married,Male,Pensions consultant,None,Methodist
6708,67,Stevens Brook,Jayne,Anderson,30,Wife,Married,Female,"Clinical scientist, histocompatibility and immunogenetics",None,Methodist
6709,67,Stevens Brook,Carol,Martin,54,Visitor,Divorced,Female,Community arts worker,None,Catholic
6710,68,Stevens Brook,Connor,Johnson,69,Head,Married,Male,Retired Osteopath,None,Sikh
6711,68,Stevens Brook,Elizabeth,Johnson,63,Wife,Married,Female,Information systems manager,None,None
6712,69,Stevens Brook,Rachel,Watts,40,Head,Divorced,Female,Database administrator,None,None
6713,69,Stevens Brook,Jasmine,Watts,8,Daughter,NA,Female,Student,None,NA
6714,69,Stevens Brook,Charles,Watts,6,Son,NA,Male,Student,None,NA
6715,70,Stevens Brook,Katherine,Reeves,41,Head,Divorced,Female,Financial risk analyst,None,None
6716,71,Stevens Brook,Frank,Reid,42,Head,Single,Male,Barista,None,Christian
6717,71,Stevens Brook,Shirley,Pearce,48,None,Single,Female,"Engineer, biomedical",None,Catholic
6718,71,Stevens Brook,Robert,Edwards,30,None,Single,Male,"Secretary, company",None,None
6719,72,Stevens Brook,Philip,Martin,57,Head,Single,Male,"Librarian, public",None,Methodist
6720,73,Stevens Brook,Alison,Smith,33,Head,Divorced,Female,"Runner, broadcasting/film/video",None,Catholic
6721,74,Stevens Brook,Tina,Turner,46,Head,Single,Female,"Therapist, horticultural",None,None
6722,75,Stevens Brook,Mohamed,Ahmed,43,Head,Divorced,Male,"Engineer, drilling",None,Catholic
6723,76,Stevens Brook,Alison,Metcalfe,22,Head,Divorced,Female,Fitness centre manager,None,Christian
6724,77,Stevens Brook,Charlotte,Haynes,40,Head,Single,Female,Chartered certified accountant,None,None
6725,78,Stevens Brook,Sara,Bell,51,Head,Single,Female,Arts administrator,None,Christian
6726,79,Stevens Brook,Gary,Andrews,79,Head,Widowed,Male,Retired Research scientist (life sciences),None,Christian
6727,80,Stevens Brook,Helen,Jones,69,Head,Widowed,Female,Retired Insurance claims handler,None,Catholic
6728,81,Stevens Brook,Gemma,White,70,Head,Single,Female,Retired Sales promotion account executive,None,Methodist
6729,82,Stevens Brook,Tracey,Robinson,38,Head,Divorced,Female,"Scientist, biomedical",None,Christian
6730,83,Stevens Brook,Leah,Ali,27,Head,Married,Female,"Engineer, petroleum",None,Catholic
6731,83,Stevens Brook,Edward,Ali,22,Husband,Married,Male,University Student,None,Catholic
6732,83,Stevens Brook,Jordan,Holden,62,Lodger,Widowed,Male,Field seismologist,None,None
6733,84,Stevens Brook,Irene,Long,34,Head,Single,Female,Accommodation manager,None,Catholic
6734,84,Stevens Brook,Lee,Russell,37,Partner,Single,Male,Structural engineer,None,Catholic
6735,84,Stevens Brook,Anna,Long,13,Daughter,NA,Female,Student,None,NA
6736,85,Stevens Brook,Sarah,Brooks,73,Head,Widowed,Female,Retired Risk manager,None,Christian
6737,86,Stevens Brook,Marilyn,O'Sullivan,58,Head,Single,Female,Travel agency manager,None,Christian
6738,86,Stevens Brook,Simon,Tomlinson,58,Partner,Single,Male,Environmental consultant,None,Christian
6739,87,Stevens Brook,Rita,Dixon,27,Head,Single,Female,Diplomatic Services operational officer,None,None
6740,87,Stevens Brook,Charlene,Dixon,3,Daughter,NA,female,Child,None,NA
6741,88,Stevens Brook,Sean,Powell,36,Head,Divorced,Male,Unemployed,None,Catholic
6742,88,Stevens Brook,Irene,Powell,15,Daughter,NA,Female,Student,None,NA
6743,88,Stevens Brook,Eric,Powell,12,Son,NA,Male,Student,None,NA
6744,88,Stevens Brook,Susan,Powell,10,Daughter,NA,Female,Student,None,NA
6745,89,Stevens Brook,Charlene,Brown,42,Head,Single,Female,"Solicitor, Scotland",None,Sikh
6746,90,Stevens Brook,Naomi,Gibson,71,Head,Widowed,Female,"Retired Designer, multimedia",None,Christian
6747,91,Stevens Brook,June,Collins,24,Head,Single,Female,"Psychologist, sport and exercise",None,None
6748,92,Stevens Brook,Carly,Cook,57,Head,Married,Female,Magazine journalist,None,Christian
6749,92,Stevens Brook,Terence,Cook,59,Husband,Married,Male,"Engineer, civil (consulting)",None,Christian
6750,92,Stevens Brook,Marie,Cook,14,Daughter,NA,Female,Student,None,NA
6751,93,Stevens Brook,Jonathan,Wilkins,32,Head,Single,male,Unemployed,None,None
6752,94,Stevens Brook,Jason,Hughes,72,Head,Widowed,Male,Retired Trade mark attorney,None,Christian
6753,95,Stevens Brook,Philip,Watson,52,Head,Single,Male,Unemployed,None,Christian
6754,95,Stevens Brook,Glenn,Marshall,56,Lodger,Single,Male,Physiotherapist,None,Christian
6755,95,Stevens Brook,Julia,Slater,34,Visitor,Divorced,Female,"Designer, interior/spatial",None,Methodist
6756,96,Stevens Brook,Joyce,Morris,71,Head,Widowed,Female,Retired Sports coach,None,None
6757,97,Stevens Brook,Kim,John,26,Head,Widowed,Female,"Engineer, control and instrumentation",None,None
6758,98,Stevens Brook,Katie,Williams,34,Head,Married,Female,Editorial assistant,None,None
6759,98,Stevens Brook,Conor,Williams,38,Husband,Married,Male,"Programmer, systems",None,None
6760,98,Stevens Brook,Eleanor,Williams,16,Daughter,NA,Female,Student,None,NA
6761,99,Stevens Brook,Hilary,Clayton,83,Head,Widowed,Female,Retired Retail merchandiser,None,Catholic
6762,100,Stevens Brook,Jeremy,Watts,70,Head,Divorced,Male,"Retired Surveyor, planning and development",None,Christian
6763,101,Stevens Brook,Iain,Elliott,56,Head,Single,Male,Civil Service fast streamer,None,Christian
6764,101,Stevens Brook,Grace,Cox,56,Partner,Single,Female,Animal technologist,None,None
6765,102,Stevens Brook,Duncan,Fisher,76,Head,Widowed,Male,Retired IT consultant,None,Christian
6766,103,Stevens Brook,Valerie,Green,54,Head,Divorced,Female,Aid worker,None,None
6767,103,Stevens Brook,Leanne,Green,26,Daughter,Divorced,Female,Mudlogger,None,None
6768,103,Stevens Brook,Jemma,Green,22,Daughter,Single,Female,University Student,None,None
6769,104,Stevens Brook,Gerard,Payne,65,Head,Widowed,Male,Minerals surveyor,None,None
6770,105,Stevens Brook,Ellie,Edwards,20,Head,Single,Female,University Student,None,Christian
6771,105,Stevens Brook,Michael,White,21,None,Single,Male,University Student,None,None
6772,106,Stevens Brook,Joan,Bull,65,Head,Widowed,F,Gaffer,Mental Disability,Catholic
6773,107,Stevens Brook,Jacqueline,Bryan,74,Head,Widowed,Female,Retired General practice doctor,None,Catholic
6774,108,Stevens Brook,Katy,Brennan,45,Head,Divorced,Female,Osteopath,None,Christian
6775,109,Stevens Brook,Julie,Murphy,99,Head,Widowed,Female,Retired Event organiser,None,None
6776,110,Stevens Brook,Geoffrey,Page,28,Head,Married,Male,"Designer, interior/spatial",None,None
6777,110,Stevens Brook,Kate,Page,26,Wife,Married,Female,Homeopath,None,None
6778,111,Stevens Brook,Bernard,Barton,48,Head,Single,Male,Tax inspector,None,Catholic
6779,112,Stevens Brook,Ian,Walters,66,Head,Widowed,Male,Minerals surveyor,None,Christian
6780,113,Stevens Brook,Katie,Evans,83,Head,Divorced,Female,"Retired Engineer, civil (consulting)",None,None
6781,114,Stevens Brook,Jemma,Wood,38,Head,Divorced,Female,"Chemist, analytical",None,None
6782,115,Stevens Brook,Josephine,Ryan,19,Head,Single,Female,University Student,None,Methodist
6783,116,Stevens Brook,Wayne,O'Connor,76,Head,Widowed,M,Retired Regulatory affairs officer,None,None
6784,117,Stevens Brook,Beverley,Edwards,52,Head,Single,Female,Illustrator,None,Christian
6785,117,Stevens Brook,Reece,Storey,55,Partner,Single,Male,"Teacher, secondary school",None,Christian
6786,117,Stevens Brook,Matthew,Edwards,15,Son,NA,Male,Student,None,NA
6787,118,Stevens Brook,Gregory,Miah,77,Head,Widowed,Male,Retired Insurance risk surveyor,None,Christian
6788,119,Stevens Brook,Alexander,Kaur,40,Head,Single,Male,"Engineer, maintenance",None,Catholic
6789,119,Stevens Brook,Aimee,Greenwood,51,None,Single,Female,"Physicist, medical",None,Methodist
6790,120,Stevens Brook,Hugh,Brown,57,Head,Single,Male,Waste management officer,None,None
6791,121,Stevens Brook,Norman,Walker,89,Head,Widowed,M,Retired Geochemist,None,Muslim
6792,122,Stevens Brook,Frederick,Clarke,56,Head,Married,Male,Human resources officer,None,None
6793,122,Stevens Brook,Paige,Clarke,53,Wife,Married,Female,"Engineer, electrical",None,None
6794,123,Stevens Brook,Maria,Richards,41,Head,Married,Female,Unemployed,None,None
6795,123,Stevens Brook,Daniel,Richards,39,Husband,Married,Male,"Scientist, product/process development",None,None
6796,123,Stevens Brook,Pauline,Richards,25,Daughter,Divorced,Female,Advertising copywriter,None,None
6797,124,Stevens Brook,Lydia,Edwards,95,Head,Married,Female,Retired Occupational hygienist,None,None
6798,124,Stevens Brook,Henry,Edwards,92,Husband,Married,Male,Retired Educational psychologist,None,None
6799,125,Stevens Brook,Ashley,Henry,70,Head,Widowed,Male,"Retired Research officer, political party",None,Christian
6800,126,Stevens Brook,Reece,James,44,Head,Married,Male,Education administrator,None,None
6801,126,Stevens Brook,Julia,James,46,Wife,Married,Female,Community development worker,None,None
6802,127,Stevens Brook,Jasmine,Davies-Walters,22,Head,Married,Female,University Student,None,Muslim
6803,127,Stevens Brook,Christian,Davies-Walters-Newman,26,Husband,Married,Male,Associate Professor,None,Muslim
6804,127,Stevens Brook,Carole,Davies-Walters-Newman,3,Daughter,NA,Female,Child,None,NA
6805,128,Stevens Brook,Rhys,Brown,74,Head,Widowed,Male,Retired Barista,None,Christian
6806,129,Stevens Brook,Beverley,Osborne,75,Head,Widowed,Female,Retired Risk manager,None,Christian
6807,130,Stevens Brook,Neil,James,39,Head,Single,Male,Television production assistant,None,Catholic
6808,130,Stevens Brook,Marion,Fitzgerald,37,Partner,Single,Female,"Surveyor, hydrographic",None,None
6809,131,Stevens Brook,Jayne,Green,85,Head,Single,Female,Retired Patent attorney,None,None
6810,132,Stevens Brook,Glenn,Wright,18,Head,Single,Male,Student,None,NA
6811,133,Stevens Brook,Aaron,Knight,23,Head,Single,Male,Veterinary surgeon,None,Christian
6812,134,Stevens Brook,Joseph,Begum,88,Head,Married,Male,Retired Building control surveyor,None,Catholic
6813,134,Stevens Brook,Kathleen,Begum,86,Wife,Married,Female,Retired Media planner,None,Catholic
6814,135,Stevens Brook,Natasha,Hicks,55,Head,Married,Female,Retail manager,None,Christian
6815,135,Stevens Brook,Alan,Hicks,56,Husband,Married,Male,Diagnostic radiographer,None,Christian
6816,135,Stevens Brook,Georgia,Hicks,31,Daughter,Single,Female,Production manager,None,Christian
6817,136,Stevens Brook,Linda,Kirby,54,Head,Single,Female,Unemployed,None,Christian
6818,136,Stevens Brook,Jayne,Kirby,10,Daughter,NA,Female,Student,None,NA
6819,137,Stevens Brook,Ellie,Harper,82,Head,Widowed,Female,Retired Conference centre manager,None,None
6820,138,Stevens Brook,Gareth,Jones,35,Head,Single,Male,Graphic designer,None,Catholic
6821,139,Stevens Brook,Bruce,Middleton,72,Head,Widowed,Male,"Retired Physicist, medical",None,Christian
6822,140,Stevens Brook,Patricia,Rees,72,Head,Married,Female,Retired Chief Financial Officer,None,Methodist
6823,140,Stevens Brook,Mohammad,Rees,75,Husband,Married,Male,Retired Quality manager,None,None
6824,141,Stevens Brook,Rita,Smith,50,Head,Single,Female,Transport planner,None,None
6825,142,Stevens Brook,Tony,Woods,50,Head,Single,Male,"Engineer, electronics",None,None
6826,143,Stevens Brook,Judith,Clarke,21,Head,Single,Female,University Student,None,None
6827,143,Stevens Brook,Nigel,Ford,21,Partner,Single,Male,University Student,None,None
6828,144,Stevens Brook,Irene,Bennett,43,Head,Divorced,Female,"Physicist, medical",None,Catholic
6829,145,Stevens Brook,Tracy,Williams,29,Head,Single,Female,Public house manager,None,None
6830,146,Stevens Brook,Kayleigh,Davidson,45,Head,Single,Female,"Research officer, government",None,Catholic
6831,146,Stevens Brook,Eileen,Davidson,6,Daughter,NA,f,Student,None,NA
6832,147,Stevens Brook,Margaret,Lloyd,65,Head,Widowed,Female,Town planner,None,Christian
6833,148,Stevens Brook,Elliot,Chambers,63,Head,Married,Male,"Editor, commissioning",None,None
6834,148,Stevens Brook,Georgina,Chambers,59,Wife,Married,Female,Arts administrator,None,None
6835,1,Fornaxbraid Lane,Tom,Sanderson,40,Head,Married,Male,Company secretary,None,None
6836,1,Fornaxbraid Lane,Hollie,Sanderson,37,Wife,Married,Female,Theatre stage manager,None,None
6837,2,Fornaxbraid Lane,Jason,Smith,42,Head,Single,Male,Air traffic controller,None,Methodist
6838,3,Fornaxbraid Lane,Joshua,Green,32,Head,Single,Male,Cartographer,None,Sikh
6839,4,Fornaxbraid Lane,Frances,Green,68,Head,Single,Female,Retired Clinical research associate,None,None
6840,4,Fornaxbraid Lane,Naomi,Green,29,Daughter,Divorced,Female,Event organiser,None,None
6841,5,Fornaxbraid Lane,Marion,Crawford,53,Head,Single,Female,Personnel officer,None,Christian
6842,6,Fornaxbraid Lane,Brenda,Connor,73,Head,Widowed,Female,Retired Ceramics designer,None,Christian
6843,7,Fornaxbraid Lane,Charles,Preston,60,Head,Single,Male,English as a second language teacher,None,None
6844,8,Fornaxbraid Lane,Hayley,Parker,65,Head,Widowed,Female,Secondary school teacher,None,Methodist
6845,9,Fornaxbraid Lane,Christopher,Townsend,76,Head,Widowed,Male,Retired Horticultural consultant,None,Christian
6846,10,Fornaxbraid Lane,Trevor,Martin,32,Head,Single,Male,Chartered accountant,None,None
6847,11,Fornaxbraid Lane,Eileen,Dixon,33,Head,Married,Female,Intelligence analyst,None,None
6848,11,Fornaxbraid Lane,Garry,Dixon,35,Husband,Married,Male,"Sales professional, IT",None,None
6849,11,Fornaxbraid Lane,Christine,Dixon,5,Daughter,NA,Female,Student,None,NA
6850,12,Fornaxbraid Lane,Dennis,Webb,66,Head,Widowed,Male,Naval architect,None,None
6851,13,Fornaxbraid Lane,Kayleigh,Hurst,70,Head,Married,Female,Retired Environmental education officer,None,None
6852,13,Fornaxbraid Lane,Lee,Hurst,74,Husband,Married,Male,Retired Ecologist,None,None
6853,14,Fornaxbraid Lane,Marc,Begum,61,Head,Single,Male,Unemployed,None,None
6854,15,Fornaxbraid Lane,Peter,Phillips,74,Head,Widowed,Male,Retired Press photographer,None,Christian
6855,16,Fornaxbraid Lane,Sylvia,Buckley,26,Head,Single,Female,"Scientist, water quality",None,Christian
6856,17,Fornaxbraid Lane,Claire,Jackson,56,Head,Single,Female,Psychotherapist,None,Christian
6857,18,Fornaxbraid Lane,Sally,Gray,25,Head,Single,Female,Fitness centre manager,None,None
6858,18,Fornaxbraid Lane,Bethan,Walsh,27,None,Single,Female,Bonds trader,None,Christian
6859,18,Fornaxbraid Lane,Gordon,Moore,50,None,Single,Male,Paramedic,None,Catholic
6860,19,Fornaxbraid Lane,Carl,Davies,67,Head,Widowed,Male,Mechanical engineer,None,None
6861,20,Fornaxbraid Lane,Gail,Jackson,77,Head,Widowed,Female,"Retired Administrator, local government",None,Christian
6862,21,Fornaxbraid Lane,Lee,Lewis,88,Head,Married,Male,Retired Youth worker,None,None
6863,21,Fornaxbraid Lane,Adam,Lewis,85,Husband,Married,Male,Retired Proofreader,None,None
6864,22,Fornaxbraid Lane,Rosemary,Wilson,85,Head,Divorced,Female,Retired Geoscientist,None,Christian
6865,23,Fornaxbraid Lane,Tracy,Kirk,63,Head,Single,Female,Operations geologist,None,Christian
6866,24,Fornaxbraid Lane,Jasmine,Burgess,50,Head,Single,Female,Commercial art gallery manager,None,Methodist
6867,24,Fornaxbraid Lane,Grace,Burgess,13,Daughter,NA,Female,Student,None,NA
6868,25,Fornaxbraid Lane,Margaret,Stephens,67,Head,Widowed,Female,Translator,None,None
6869,25,Fornaxbraid Lane,Donald,Stephens,44,Son,Single,Male,"Therapist, occupational",None,None
6870,26,Fornaxbraid Lane,June,White,65,Head,Widowed,Female,Soil scientist,Unknown Infection,None
6871,27,Fornaxbraid Lane,Norman,Smith,66,Head,Widowed,Male,Unemployed,Blind,Christian
6872,28,Fornaxbraid Lane,Conor,Craig,49,Head,Single,Male,Press sub,None,Christian
6873,28,Fornaxbraid Lane,Darren,Henderson,33,None,Single,Male,"Engineer, production",None,None
6874,28,Fornaxbraid Lane,Brett Michael,Howard,35,None,Divorced,Male,"Teacher, adult education",None,None
6875,29,Fornaxbraid Lane,Russell,Bird,65,Head,Single,Male,Music therapist,None,Christian
6876,30,Fornaxbraid Lane,Natasha,Wood,30,Head,Divorced,Female,"Engineer, mining",None,None
6877,31,Fornaxbraid Lane,Holly,Wilson,43,Head,Single,Female,Educational psychologist,None,Christian
6878,32,Fornaxbraid Lane,Lisa,Ahmed,66,Head,Divorced,Female,Gaffer,None,Christian
6879,33,Fornaxbraid Lane,Melissa,Farmer,61,Head,Single,Female,Research scientist (life sciences),None,None
6880,34,Fornaxbraid Lane,Gerald,Knight,32,Head,Single,Male,Pensions consultant,None,None
6881,35,Fornaxbraid Lane,Maria,Davies,75,Head,Widowed,Female,Retired Set designer,None,Christian
6882,1,Gregory Drive,Chloe,Sanderson,87,Head,Widowed,Female,"Retired Engineer, production",None,None
6883,2,Gregory Drive,Jenna,Phillips,63,Head,Single,F,Multimedia specialist,None,Christian
6884,3,Gregory Drive,Ann,Carr,52,Head,Married,Female,"Copywriter, advertising",None,None
6885,3,Gregory Drive,Stanley,Carr-Watson,55,Husband,Married,Male,Musician,None,None
6886,3,Gregory Drive,Maureen,Carr-Watson,15,Daughter,NA,Female,Student,None,NA
6887,4,Gregory Drive,Geraldine,Bond,56,Head,Married,Female,Metallurgist,None,Christian
6888,4,Gregory Drive,Clive,Bond,54,Husband,Married,Male,"Engineer, manufacturing",None,Christian
6889,5,Gregory Drive,Wendy,Talbot,71,Head,Widowed,Female,Retired Actor,None,Christian
6890,6,Gregory Drive,Cheryl,Oliver,55,Head,Married,Female,Transport planner,None,Christian
6891,6,Gregory Drive,Shaun,Oliver,55,Husband,Married,Male,Unemployed,None,None
